Date,Parameter ,Value,Approval Name,Grade Name
2021-05-24 13:00,47,115,APPROVED,UNSPECIFIED
2021-05-24 13:05,47,115,APPROVED,UNSPECIFIED
2021-05-24 13:10,47,115,APPROVED,UNSPECIFIED
2021-05-24 13:15,47,115,APPROVED,UNSPECIFIED
2021-05-24 13:20,47,115,APPROVED,UNSPECIFIED
2021-05-24 13:25,47,115,APPROVED,UNSPECIFIED
2021-05-24 13:30,47,115,APPROVED,UNSPECIFIED
2021-05-24 13:35,47,115,APPROVED,UNSPECIFIED
2021-05-24 13:40,47,115,APPROVED,UNSPECIFIED
2021-05-24 13:45,47,115,APPROVED,UNSPECIFIED
2021-05-24 13:50,47,115,APPROVED,UNSPECIFIED
2021-05-24 13:55,47,115,APPROVED,UNSPECIFIED
2021-05-24 14:00,47,115,APPROVED,UNSPECIFIED
2021-05-24 14:05,47,115,APPROVED,UNSPECIFIED
2021-05-24 14:10,47,115,APPROVED,UNSPECIFIED
2021-05-24 14:15,47,115,APPROVED,UNSPECIFIED
2021-05-24 14:20,47,115,APPROVED,UNSPECIFIED
2021-05-24 14:25,47,114,APPROVED,UNSPECIFIED
2021-05-24 14:30,47,114,APPROVED,UNSPECIFIED
2021-05-24 14:35,47,114,APPROVED,UNSPECIFIED
2021-05-24 14:40,47,115,APPROVED,UNSPECIFIED
2021-05-24 14:45,47,114,APPROVED,UNSPECIFIED
2021-05-24 14:50,47,115,APPROVED,UNSPECIFIED
2021-05-24 14:55,47,115,APPROVED,UNSPECIFIED
2021-05-24 15:00,47,115,APPROVED,UNSPECIFIED
2021-05-24 15:05,47,115,APPROVED,UNSPECIFIED
2021-05-24 15:10,47,115,APPROVED,UNSPECIFIED
2021-05-24 15:15,47,115,APPROVED,UNSPECIFIED
2021-05-24 15:20,47,115,APPROVED,UNSPECIFIED
2021-05-24 15:25,47,115,APPROVED,UNSPECIFIED
2021-05-24 15:30,47,115,APPROVED,UNSPECIFIED
2021-05-24 15:35,47,115,APPROVED,UNSPECIFIED
2021-05-24 15:40,47,115,APPROVED,UNSPECIFIED
2021-05-24 15:45,47,115,APPROVED,UNSPECIFIED
2021-05-24 15:50,47,115,APPROVED,UNSPECIFIED
2021-05-24 15:55,47,115,APPROVED,UNSPECIFIED
2021-05-24 16:00,47,116,APPROVED,UNSPECIFIED
2021-05-24 16:05,47,116,APPROVED,UNSPECIFIED
2021-05-24 16:10,47,116,APPROVED,UNSPECIFIED
2021-05-24 16:15,47,116,APPROVED,UNSPECIFIED
2021-05-24 16:20,47,116,APPROVED,UNSPECIFIED
2021-05-24 16:25,47,116,APPROVED,UNSPECIFIED
2021-05-24 16:30,47,117,APPROVED,UNSPECIFIED
2021-05-24 16:35,47,117,APPROVED,UNSPECIFIED
2021-05-24 16:40,47,117,APPROVED,UNSPECIFIED
2021-05-24 16:45,47,117,APPROVED,UNSPECIFIED
2021-05-24 16:50,47,117,APPROVED,UNSPECIFIED
2021-05-24 16:55,47,117,APPROVED,UNSPECIFIED
2021-05-24 17:00,47,117,APPROVED,UNSPECIFIED
2021-05-24 17:05,47,117,APPROVED,UNSPECIFIED
2021-05-24 17:10,47,116,APPROVED,UNSPECIFIED
2021-05-24 17:15,47,116,APPROVED,UNSPECIFIED
2021-05-24 17:20,47,116,APPROVED,UNSPECIFIED
2021-05-24 17:25,47,116,APPROVED,UNSPECIFIED
2021-05-24 17:30,47,116,APPROVED,UNSPECIFIED
2021-05-24 17:35,47,116,APPROVED,UNSPECIFIED
2021-05-24 17:40,47,116,APPROVED,UNSPECIFIED
2021-05-24 17:45,47,115,APPROVED,UNSPECIFIED
2021-05-24 17:50,47,115,APPROVED,UNSPECIFIED
2021-05-24 17:55,47,114,APPROVED,UNSPECIFIED
2021-05-24 18:00,47,115,APPROVED,UNSPECIFIED
2021-05-24 18:05,47,114,APPROVED,UNSPECIFIED
2021-05-24 18:10,47,114,APPROVED,UNSPECIFIED
2021-05-24 18:15,47,114,APPROVED,UNSPECIFIED
2021-05-24 18:20,47,114,APPROVED,UNSPECIFIED
2021-05-24 18:25,47,114,APPROVED,UNSPECIFIED
2021-05-24 18:30,47,114,APPROVED,UNSPECIFIED
2021-05-24 18:35,47,114,APPROVED,UNSPECIFIED
2021-05-24 18:40,47,114,APPROVED,UNSPECIFIED
2021-05-24 18:45,47,113,APPROVED,UNSPECIFIED
2021-05-24 18:50,47,113,APPROVED,UNSPECIFIED
2021-05-24 18:55,47,113,APPROVED,UNSPECIFIED
2021-05-24 19:00,47,113,APPROVED,UNSPECIFIED
2021-05-24 19:05,47,113,APPROVED,UNSPECIFIED
2021-05-24 19:10,47,113,APPROVED,UNSPECIFIED
2021-05-24 19:15,47,113,APPROVED,UNSPECIFIED
2021-05-24 19:20,47,113,APPROVED,UNSPECIFIED
2021-05-24 19:25,47,113,APPROVED,UNSPECIFIED
2021-05-24 19:30,47,113,APPROVED,UNSPECIFIED
2021-05-24 19:35,47,113,APPROVED,UNSPECIFIED
2021-05-24 19:40,47,113,APPROVED,UNSPECIFIED
2021-05-24 19:45,47,113,APPROVED,UNSPECIFIED
2021-05-24 19:50,47,113,APPROVED,UNSPECIFIED
2021-05-24 19:55,47,114,APPROVED,UNSPECIFIED
2021-05-24 20:00,47,114,APPROVED,UNSPECIFIED
2021-05-24 20:05,47,115,APPROVED,UNSPECIFIED
2021-05-24 20:10,47,115,APPROVED,UNSPECIFIED
2021-05-24 20:15,47,115,APPROVED,UNSPECIFIED
2021-05-24 20:20,47,116,APPROVED,UNSPECIFIED
2021-05-24 20:25,47,116,APPROVED,UNSPECIFIED
2021-05-24 20:30,47,116,APPROVED,UNSPECIFIED
2021-05-24 20:35,47,116,APPROVED,UNSPECIFIED
2021-05-24 20:40,47,116,APPROVED,UNSPECIFIED
2021-05-24 20:45,47,116,APPROVED,UNSPECIFIED
2021-05-24 20:50,47,116,APPROVED,UNSPECIFIED
2021-05-24 20:55,47,116,APPROVED,UNSPECIFIED
2021-05-24 21:00,47,116,APPROVED,UNSPECIFIED
2021-05-24 21:05,47,117,APPROVED,UNSPECIFIED
2021-05-24 21:10,47,116,APPROVED,UNSPECIFIED
2021-05-24 21:15,47,117,APPROVED,UNSPECIFIED
2021-05-24 21:20,47,117,APPROVED,UNSPECIFIED
2021-05-24 21:25,47,117,APPROVED,UNSPECIFIED
2021-05-24 21:30,47,117,APPROVED,UNSPECIFIED
2021-05-24 21:35,47,117,APPROVED,UNSPECIFIED
2021-05-24 21:40,47,117,APPROVED,UNSPECIFIED
2021-05-24 21:45,47,117,APPROVED,UNSPECIFIED
2021-05-24 21:50,47,117,APPROVED,UNSPECIFIED
2021-05-24 21:55,47,117,APPROVED,UNSPECIFIED
2021-05-24 22:00,47,117,APPROVED,UNSPECIFIED
2021-05-24 22:05,47,117,APPROVED,UNSPECIFIED
2021-05-24 22:10,47,118,APPROVED,UNSPECIFIED
2021-05-24 22:15,47,118,APPROVED,UNSPECIFIED
2021-05-24 22:20,47,118,APPROVED,UNSPECIFIED
2021-05-24 22:25,47,118,APPROVED,UNSPECIFIED
2021-05-24 22:30,47,119,APPROVED,UNSPECIFIED
2021-05-24 22:35,47,119,APPROVED,UNSPECIFIED
2021-05-24 22:40,47,119,APPROVED,UNSPECIFIED
2021-05-24 22:45,47,119,APPROVED,UNSPECIFIED
2021-05-24 22:50,47,119,APPROVED,UNSPECIFIED
2021-05-24 22:55,47,119,APPROVED,UNSPECIFIED
2021-05-24 23:00,47,119,APPROVED,UNSPECIFIED
2021-05-24 23:05,47,119,APPROVED,UNSPECIFIED
2021-05-24 23:10,47,119,APPROVED,UNSPECIFIED
2021-05-24 23:15,47,119,APPROVED,UNSPECIFIED
2021-05-24 23:20,47,119,APPROVED,UNSPECIFIED
2021-05-24 23:25,47,119,APPROVED,UNSPECIFIED
2021-05-24 23:30,47,119,APPROVED,UNSPECIFIED
2021-05-24 23:35,47,119,APPROVED,UNSPECIFIED
2021-05-24 23:40,47,119,APPROVED,UNSPECIFIED
2021-05-24 23:45,47,119,APPROVED,UNSPECIFIED
2021-05-24 23:50,47,119,APPROVED,UNSPECIFIED
2021-05-24 23:55,47,119,APPROVED,UNSPECIFIED
2021-05-25 0:00,47,119,APPROVED,UNSPECIFIED
2021-05-25 0:05,47,119,APPROVED,UNSPECIFIED
2021-05-25 0:10,47,119,APPROVED,UNSPECIFIED
2021-05-25 0:15,47,119,APPROVED,UNSPECIFIED
2021-05-25 0:20,47,119,APPROVED,UNSPECIFIED
2021-05-25 0:25,47,119,APPROVED,UNSPECIFIED
2021-05-25 0:30,47,119,APPROVED,UNSPECIFIED
2021-05-25 0:35,47,119,APPROVED,UNSPECIFIED
2021-05-25 0:40,47,119,APPROVED,UNSPECIFIED
2021-05-25 0:45,47,118,APPROVED,UNSPECIFIED
2021-05-25 0:50,47,118,APPROVED,UNSPECIFIED
2021-05-25 0:55,47,119,APPROVED,UNSPECIFIED
2021-05-25 1:00,47,119,APPROVED,UNSPECIFIED
2021-05-25 1:05,47,119,APPROVED,UNSPECIFIED
2021-05-25 1:10,47,119,APPROVED,UNSPECIFIED
2021-05-25 1:15,47,119,APPROVED,UNSPECIFIED
2021-05-25 1:20,47,119,APPROVED,UNSPECIFIED
2021-05-25 1:25,47,119,APPROVED,UNSPECIFIED
2021-05-25 1:30,47,119,APPROVED,UNSPECIFIED
2021-05-25 1:35,47,119,APPROVED,UNSPECIFIED
2021-05-25 1:40,47,120,APPROVED,UNSPECIFIED
2021-05-25 1:45,47,120,APPROVED,UNSPECIFIED
2021-05-25 1:50,47,120,APPROVED,UNSPECIFIED
2021-05-25 1:55,47,120,APPROVED,UNSPECIFIED
2021-05-25 2:00,47,121,APPROVED,UNSPECIFIED
2021-05-25 2:05,47,121,APPROVED,UNSPECIFIED
2021-05-25 2:10,47,121,APPROVED,UNSPECIFIED
2021-05-25 2:15,47,121,APPROVED,UNSPECIFIED
2021-05-25 2:20,47,121,APPROVED,UNSPECIFIED
2021-05-25 2:25,47,122,APPROVED,UNSPECIFIED
2021-05-25 2:30,47,122,APPROVED,UNSPECIFIED
2021-05-25 2:35,47,122,APPROVED,UNSPECIFIED
2021-05-25 2:40,47,122,APPROVED,UNSPECIFIED
2021-05-25 2:45,47,122,APPROVED,UNSPECIFIED
2021-05-25 2:50,47,122,APPROVED,UNSPECIFIED
2021-05-25 2:55,47,122,APPROVED,UNSPECIFIED
2021-05-25 3:00,47,122,APPROVED,UNSPECIFIED
2021-05-25 3:05,47,122,APPROVED,UNSPECIFIED
2021-05-25 3:10,47,122,APPROVED,UNSPECIFIED
2021-05-25 3:15,47,122,APPROVED,UNSPECIFIED
2021-05-25 3:20,47,121,APPROVED,UNSPECIFIED
2021-05-25 3:25,47,121,APPROVED,UNSPECIFIED
2021-05-25 3:30,47,121,APPROVED,UNSPECIFIED
2021-05-25 3:35,47,121,APPROVED,UNSPECIFIED
2021-05-25 3:40,47,121,APPROVED,UNSPECIFIED
2021-05-25 3:45,47,121,APPROVED,UNSPECIFIED
2021-05-25 3:50,47,120,APPROVED,UNSPECIFIED
2021-05-25 3:55,47,120,APPROVED,UNSPECIFIED
2021-05-25 4:00,47,120,APPROVED,UNSPECIFIED
2021-05-25 4:05,47,119,APPROVED,UNSPECIFIED
2021-05-25 4:10,47,119,APPROVED,UNSPECIFIED
2021-05-25 4:15,47,119,APPROVED,UNSPECIFIED
2021-05-25 4:20,47,119,APPROVED,UNSPECIFIED
2021-05-25 4:25,47,119,APPROVED,UNSPECIFIED
2021-05-25 4:30,47,118,APPROVED,UNSPECIFIED
2021-05-25 4:35,47,118,APPROVED,UNSPECIFIED
2021-05-25 4:40,47,118,APPROVED,UNSPECIFIED
2021-05-25 4:45,47,118,APPROVED,UNSPECIFIED
2021-05-25 4:50,47,118,APPROVED,UNSPECIFIED
2021-05-25 4:55,47,118,APPROVED,UNSPECIFIED
2021-05-25 5:00,47,118,APPROVED,UNSPECIFIED
2021-05-25 5:05,47,118,APPROVED,UNSPECIFIED
2021-05-25 5:10,47,118,APPROVED,UNSPECIFIED
2021-05-25 5:15,47,118,APPROVED,UNSPECIFIED
2021-05-25 5:20,47,118,APPROVED,UNSPECIFIED
2021-05-25 5:25,47,118,APPROVED,UNSPECIFIED
2021-05-25 5:30,47,118,APPROVED,UNSPECIFIED
2021-05-25 5:35,47,118,APPROVED,UNSPECIFIED
2021-05-25 5:40,47,119,APPROVED,UNSPECIFIED
2021-05-25 5:45,47,119,APPROVED,UNSPECIFIED
2021-05-25 5:50,47,119,APPROVED,UNSPECIFIED
2021-05-25 5:55,47,119,APPROVED,UNSPECIFIED
2021-05-25 6:00,47,120,APPROVED,UNSPECIFIED
2021-05-25 6:05,47,120,APPROVED,UNSPECIFIED
2021-05-25 6:10,47,120,APPROVED,UNSPECIFIED
2021-05-25 6:15,47,120,APPROVED,UNSPECIFIED
2021-05-25 6:20,47,120,APPROVED,UNSPECIFIED
2021-05-25 6:25,47,120,APPROVED,UNSPECIFIED
2021-05-25 6:30,47,121,APPROVED,UNSPECIFIED
2021-05-25 6:35,47,120,APPROVED,UNSPECIFIED
2021-05-25 6:40,47,121,APPROVED,UNSPECIFIED
2021-05-25 6:45,47,121,APPROVED,UNSPECIFIED
2021-05-25 6:50,47,121,APPROVED,UNSPECIFIED
2021-05-25 6:55,47,121,APPROVED,UNSPECIFIED
2021-05-25 7:00,47,121,APPROVED,UNSPECIFIED
2021-05-25 7:05,47,121,APPROVED,UNSPECIFIED
2021-05-25 7:10,47,121,APPROVED,UNSPECIFIED
2021-05-25 7:15,47,120,APPROVED,UNSPECIFIED
2021-05-25 7:20,47,121,APPROVED,UNSPECIFIED
2021-05-25 7:25,47,121,APPROVED,UNSPECIFIED
2021-05-25 7:30,47,121,APPROVED,UNSPECIFIED
2021-05-25 7:35,47,121,APPROVED,UNSPECIFIED
2021-05-25 7:40,47,121,APPROVED,UNSPECIFIED
2021-05-25 7:45,47,121,APPROVED,UNSPECIFIED
2021-05-25 7:50,47,121,APPROVED,UNSPECIFIED
2021-05-25 7:55,47,121,APPROVED,UNSPECIFIED
2021-05-25 8:00,47,121,APPROVED,UNSPECIFIED
2021-05-25 8:05,47,121,APPROVED,UNSPECIFIED
2021-05-25 8:10,47,121,APPROVED,UNSPECIFIED
2021-05-25 8:15,47,121,APPROVED,UNSPECIFIED
2021-05-25 8:20,47,121,APPROVED,UNSPECIFIED
2021-05-25 8:25,47,121,APPROVED,UNSPECIFIED
2021-05-25 8:30,47,120,APPROVED,UNSPECIFIED
2021-05-25 8:35,47,120,APPROVED,UNSPECIFIED
2021-05-25 8:40,47,120,APPROVED,UNSPECIFIED
2021-05-25 8:45,47,120,APPROVED,UNSPECIFIED
2021-05-25 8:50,47,120,APPROVED,UNSPECIFIED
2021-05-25 8:55,47,120,APPROVED,UNSPECIFIED
2021-05-25 9:00,47,120,APPROVED,UNSPECIFIED
2021-05-25 9:05,47,120,APPROVED,UNSPECIFIED
2021-05-25 9:10,47,120,APPROVED,UNSPECIFIED
2021-05-25 9:15,47,120,APPROVED,UNSPECIFIED
2021-05-25 9:20,47,120,APPROVED,UNSPECIFIED
2021-05-25 9:25,47,120,APPROVED,UNSPECIFIED
2021-05-25 9:30,47,120,APPROVED,UNSPECIFIED
2021-05-25 9:35,47,120,APPROVED,UNSPECIFIED
2021-05-25 9:40,47,120,APPROVED,UNSPECIFIED
2021-05-25 9:45,47,120,APPROVED,UNSPECIFIED
2021-05-25 9:50,47,120,APPROVED,UNSPECIFIED
2021-05-25 9:55,47,120,APPROVED,UNSPECIFIED
2021-05-25 10:00,47,120,APPROVED,UNSPECIFIED
2021-05-25 10:05,47,120,APPROVED,UNSPECIFIED
2021-05-25 10:10,47,120,APPROVED,UNSPECIFIED
2021-05-25 10:15,47,120,APPROVED,UNSPECIFIED
2021-05-25 10:20,47,119,APPROVED,UNSPECIFIED
2021-05-25 10:25,47,119,APPROVED,UNSPECIFIED
2021-05-25 10:30,47,119,APPROVED,UNSPECIFIED
2021-05-25 10:35,47,119,APPROVED,UNSPECIFIED
2021-05-25 10:40,47,119,APPROVED,UNSPECIFIED
2021-05-25 10:45,47,119,APPROVED,UNSPECIFIED
2021-05-25 10:50,47,119,APPROVED,UNSPECIFIED
2021-05-25 10:55,47,118,APPROVED,UNSPECIFIED
2021-05-25 11:00,47,118,APPROVED,UNSPECIFIED
2021-05-25 11:05,47,117,APPROVED,UNSPECIFIED
2021-05-25 11:10,47,117,APPROVED,UNSPECIFIED
2021-05-25 11:15,47,117,APPROVED,UNSPECIFIED
2021-05-25 11:20,47,118,APPROVED,UNSPECIFIED
2021-05-25 11:25,47,118,APPROVED,UNSPECIFIED
2021-05-25 11:30,47,118,APPROVED,UNSPECIFIED
2021-05-25 11:35,47,119,APPROVED,UNSPECIFIED
2021-05-25 11:40,47,120,APPROVED,UNSPECIFIED
2021-05-25 11:45,47,121,APPROVED,UNSPECIFIED
2021-05-25 11:50,47,122,APPROVED,UNSPECIFIED
2021-05-25 11:55,47,122,APPROVED,UNSPECIFIED
2021-05-25 12:00,47,123,APPROVED,UNSPECIFIED
2021-05-25 12:05,47,123,APPROVED,UNSPECIFIED
2021-05-25 12:10,47,124,APPROVED,UNSPECIFIED
2021-05-25 12:15,47,124,APPROVED,UNSPECIFIED
2021-05-25 12:20,47,125,APPROVED,UNSPECIFIED
2021-05-25 12:25,47,125,APPROVED,UNSPECIFIED
2021-05-25 12:30,47,127,APPROVED,UNSPECIFIED
2021-05-25 12:35,47,129,APPROVED,UNSPECIFIED
2021-05-25 12:40,47,131,APPROVED,UNSPECIFIED
2021-05-25 12:45,47,132,APPROVED,UNSPECIFIED
2021-05-25 12:50,47,133,APPROVED,UNSPECIFIED
2021-05-25 12:55,47,135,APPROVED,UNSPECIFIED
2021-05-25 13:00,47,135,APPROVED,UNSPECIFIED
2021-05-25 13:05,47,135,APPROVED,UNSPECIFIED
2021-05-25 13:10,47,135,APPROVED,UNSPECIFIED
2021-05-25 13:15,47,135,APPROVED,UNSPECIFIED
2021-05-25 13:20,47,135,APPROVED,UNSPECIFIED
2021-05-25 13:25,47,135,APPROVED,UNSPECIFIED
2021-05-25 13:30,47,135,APPROVED,UNSPECIFIED
2021-05-25 13:35,47,136,APPROVED,UNSPECIFIED
2021-05-25 13:40,47,136,APPROVED,UNSPECIFIED
2021-05-25 13:45,47,136,APPROVED,UNSPECIFIED
2021-05-25 13:50,47,137,APPROVED,UNSPECIFIED
2021-05-25 13:55,47,138,APPROVED,UNSPECIFIED
2021-05-25 14:00,47,138,APPROVED,UNSPECIFIED
2021-05-25 14:05,47,138,APPROVED,UNSPECIFIED
2021-05-25 14:10,47,138,APPROVED,UNSPECIFIED
2021-05-25 14:15,47,138,APPROVED,UNSPECIFIED
2021-05-25 14:20,47,137,APPROVED,UNSPECIFIED
2021-05-25 14:25,47,137,APPROVED,UNSPECIFIED
2021-05-25 14:30,47,136,APPROVED,UNSPECIFIED
2021-05-25 14:35,47,135,APPROVED,UNSPECIFIED
2021-05-25 14:40,47,134,APPROVED,UNSPECIFIED
2021-05-25 14:45,47,134,APPROVED,UNSPECIFIED
2021-05-25 14:50,47,133,APPROVED,UNSPECIFIED
2021-05-25 14:55,47,132,APPROVED,UNSPECIFIED
2021-05-25 15:00,47,132,APPROVED,UNSPECIFIED
2021-05-25 15:05,47,132,APPROVED,UNSPECIFIED
2021-05-25 15:10,47,131,APPROVED,UNSPECIFIED
2021-05-25 15:15,47,130,APPROVED,UNSPECIFIED
2021-05-25 15:20,47,130,APPROVED,UNSPECIFIED
2021-05-25 15:25,47,129,APPROVED,UNSPECIFIED
2021-05-25 15:30,47,129,APPROVED,UNSPECIFIED
2021-05-25 15:35,47,128,APPROVED,UNSPECIFIED
2021-05-25 15:40,47,128,APPROVED,UNSPECIFIED
2021-05-25 15:45,47,128,APPROVED,UNSPECIFIED
2021-05-25 15:50,47,127,APPROVED,UNSPECIFIED
2021-05-25 15:55,47,127,APPROVED,UNSPECIFIED
2021-05-25 16:00,47,127,APPROVED,UNSPECIFIED
2021-05-25 16:05,47,127,APPROVED,UNSPECIFIED
2021-05-25 16:10,47,127,APPROVED,UNSPECIFIED
2021-05-25 16:15,47,127,APPROVED,UNSPECIFIED
2021-05-25 16:20,47,126,APPROVED,UNSPECIFIED
2021-05-25 16:25,47,126,APPROVED,UNSPECIFIED
2021-05-25 16:30,47,126,APPROVED,UNSPECIFIED
2021-05-25 16:35,47,126,APPROVED,UNSPECIFIED
2021-05-25 16:40,47,126,APPROVED,UNSPECIFIED
2021-05-25 16:45,47,126,APPROVED,UNSPECIFIED
2021-05-25 16:50,47,126,APPROVED,UNSPECIFIED
2021-05-25 16:55,47,126,APPROVED,UNSPECIFIED
2021-05-25 17:00,47,126,APPROVED,UNSPECIFIED
2021-05-25 17:05,47,126,APPROVED,UNSPECIFIED
2021-05-25 17:10,47,126,APPROVED,UNSPECIFIED
2021-05-25 17:15,47,125,APPROVED,UNSPECIFIED
2021-05-25 17:20,47,125,APPROVED,UNSPECIFIED
2021-05-25 17:25,47,125,APPROVED,UNSPECIFIED
2021-05-25 17:30,47,125,APPROVED,UNSPECIFIED
2021-05-25 17:35,47,125,APPROVED,UNSPECIFIED
2021-05-25 17:40,47,125,APPROVED,UNSPECIFIED
2021-05-25 17:45,47,124,APPROVED,UNSPECIFIED
2021-05-25 17:50,47,124,APPROVED,UNSPECIFIED
2021-05-25 17:55,47,124,APPROVED,UNSPECIFIED
2021-05-25 18:00,47,124,APPROVED,UNSPECIFIED
2021-05-25 18:05,47,124,APPROVED,UNSPECIFIED
2021-05-25 18:10,47,124,APPROVED,UNSPECIFIED
2021-05-25 18:15,47,124,APPROVED,UNSPECIFIED
2021-05-25 18:20,47,124,APPROVED,UNSPECIFIED
2021-05-25 18:25,47,124,APPROVED,UNSPECIFIED
2021-05-25 18:30,47,123,APPROVED,UNSPECIFIED
2021-05-25 18:35,47,124,APPROVED,UNSPECIFIED
2021-05-25 18:40,47,123,APPROVED,UNSPECIFIED
2021-05-25 18:45,47,123,APPROVED,UNSPECIFIED
2021-05-25 18:50,47,123,APPROVED,UNSPECIFIED
2021-05-25 18:55,47,123,APPROVED,UNSPECIFIED
2021-05-25 19:00,47,123,APPROVED,UNSPECIFIED
2021-05-25 19:05,47,123,APPROVED,UNSPECIFIED
2021-05-25 19:10,47,122,APPROVED,UNSPECIFIED
2021-05-25 19:15,47,123,APPROVED,UNSPECIFIED
2021-05-25 19:20,47,122,APPROVED,UNSPECIFIED
2021-05-25 19:25,47,122,APPROVED,UNSPECIFIED
2021-05-25 19:30,47,122,APPROVED,UNSPECIFIED
2021-05-25 19:35,47,122,APPROVED,UNSPECIFIED
2021-05-25 19:40,47,122,APPROVED,UNSPECIFIED
2021-05-25 19:45,47,122,APPROVED,UNSPECIFIED
2021-05-25 19:50,47,122,APPROVED,UNSPECIFIED
2021-05-25 19:55,47,122,APPROVED,UNSPECIFIED
2021-05-25 20:00,47,122,APPROVED,UNSPECIFIED
2021-05-25 20:05,47,122,APPROVED,UNSPECIFIED
2021-05-25 20:10,47,122,APPROVED,UNSPECIFIED
2021-05-25 20:15,47,122,APPROVED,UNSPECIFIED
2021-05-25 20:20,47,122,APPROVED,UNSPECIFIED
2021-05-25 20:25,47,123,APPROVED,UNSPECIFIED
2021-05-25 20:30,47,122,APPROVED,UNSPECIFIED
2021-05-25 20:35,47,122,APPROVED,UNSPECIFIED
2021-05-25 20:40,47,122,APPROVED,UNSPECIFIED
2021-05-25 20:45,47,122,APPROVED,UNSPECIFIED
2021-05-25 20:50,47,122,APPROVED,UNSPECIFIED
2021-05-25 20:55,47,122,APPROVED,UNSPECIFIED
2021-05-25 21:00,47,122,APPROVED,UNSPECIFIED
2021-05-25 21:05,47,122,APPROVED,UNSPECIFIED
2021-05-25 21:10,47,122,APPROVED,UNSPECIFIED
2021-05-25 21:15,47,122,APPROVED,UNSPECIFIED
2021-05-25 21:20,47,122,APPROVED,UNSPECIFIED
2021-05-25 21:25,47,122,APPROVED,UNSPECIFIED
2021-05-25 21:30,47,122,APPROVED,UNSPECIFIED
2021-05-25 21:35,47,122,APPROVED,UNSPECIFIED
2021-05-25 21:40,47,122,APPROVED,UNSPECIFIED
2021-05-25 21:45,47,122,APPROVED,UNSPECIFIED
2021-05-25 21:50,47,122,APPROVED,UNSPECIFIED
2021-05-25 21:55,47,122,APPROVED,UNSPECIFIED
2021-05-25 22:00,47,122,APPROVED,UNSPECIFIED
2021-05-25 22:05,47,122,APPROVED,UNSPECIFIED
2021-05-25 22:10,47,122,APPROVED,UNSPECIFIED
2021-05-25 22:15,47,122,APPROVED,UNSPECIFIED
2021-05-25 22:20,47,122,APPROVED,UNSPECIFIED
2021-05-25 22:25,47,121,APPROVED,UNSPECIFIED
2021-05-25 22:30,47,122,APPROVED,UNSPECIFIED
2021-05-25 22:35,47,122,APPROVED,UNSPECIFIED
2021-05-25 22:40,47,122,APPROVED,UNSPECIFIED
2021-05-25 22:45,47,121,APPROVED,UNSPECIFIED
2021-05-25 22:50,47,121,APPROVED,UNSPECIFIED
2021-05-25 22:55,47,122,APPROVED,UNSPECIFIED
2021-05-25 23:00,47,122,APPROVED,UNSPECIFIED
2021-05-25 23:05,47,122,APPROVED,UNSPECIFIED
2021-05-25 23:10,47,122,APPROVED,UNSPECIFIED
2021-05-25 23:15,47,122,APPROVED,UNSPECIFIED
2021-05-25 23:20,47,122,APPROVED,UNSPECIFIED
2021-05-25 23:25,47,122,APPROVED,UNSPECIFIED
2021-05-25 23:30,47,122,APPROVED,UNSPECIFIED
2021-05-25 23:35,47,122,APPROVED,UNSPECIFIED
2021-05-25 23:40,47,122,APPROVED,UNSPECIFIED
2021-05-25 23:45,47,122,APPROVED,UNSPECIFIED
2021-05-25 23:50,47,122,APPROVED,UNSPECIFIED
2021-05-25 23:55,47,122,APPROVED,UNSPECIFIED
2021-05-26 0:00,47,122,APPROVED,UNSPECIFIED
2021-05-26 0:05,47,122,APPROVED,UNSPECIFIED
2021-05-26 0:10,47,121,APPROVED,UNSPECIFIED
2021-05-26 0:15,47,122,APPROVED,UNSPECIFIED
2021-05-26 0:20,47,122,APPROVED,UNSPECIFIED
2021-05-26 0:25,47,122,APPROVED,UNSPECIFIED
2021-05-26 0:30,47,122,APPROVED,UNSPECIFIED
2021-05-26 0:35,47,122,APPROVED,UNSPECIFIED
2021-05-26 0:40,47,122,APPROVED,UNSPECIFIED
2021-05-26 0:45,47,122,APPROVED,UNSPECIFIED
2021-05-26 0:50,47,122,APPROVED,UNSPECIFIED
2021-05-26 0:55,47,122,APPROVED,UNSPECIFIED
2021-05-26 1:00,47,122,APPROVED,UNSPECIFIED
2021-05-26 1:05,47,122,APPROVED,UNSPECIFIED
2021-05-26 1:10,47,122,APPROVED,UNSPECIFIED
2021-05-26 1:15,47,122,APPROVED,UNSPECIFIED
2021-05-26 1:20,47,122,APPROVED,UNSPECIFIED
2021-05-26 1:25,47,122,APPROVED,UNSPECIFIED
2021-05-26 1:30,47,122,APPROVED,UNSPECIFIED
2021-05-26 1:35,47,122,APPROVED,UNSPECIFIED
2021-05-26 1:40,47,122,APPROVED,UNSPECIFIED
2021-05-26 1:45,47,122,APPROVED,UNSPECIFIED
2021-05-26 1:50,47,122,APPROVED,UNSPECIFIED
2021-05-26 1:55,47,122,APPROVED,UNSPECIFIED
2021-05-26 2:00,47,122,APPROVED,UNSPECIFIED
2021-05-26 2:05,47,122,APPROVED,UNSPECIFIED
2021-05-26 2:10,47,123,APPROVED,UNSPECIFIED
2021-05-26 2:15,47,123,APPROVED,UNSPECIFIED
2021-05-26 2:20,47,123,APPROVED,UNSPECIFIED
2021-05-26 2:25,47,124,APPROVED,UNSPECIFIED
